Total day minutes,International plan,Customer service calls,Total intl minutes,Voice mail plan,Number vmail messages,Churn
1.5796695875462738,0.0,-0.42917241045590593,-0.08502029573764311,1.0,1.2475083816833452,False
-0.32991808608894013,0.0,-0.42917241045590593,1.2421789465716733,1.0,1.3209852583528354,False
1.1793019303686492,0.0,-1.1919548413062027,0.7041251996895179,0.0,-0.5894135350539065,False
2.212508787601228,1.0,0.3336100203943908,-1.3046087886705289,0.0,-0.5894135350539065,False
-0.2358224615909732,1.0,1.0963924512446874,-0.04915004594549955,0.0,-0.5894135350539065,False
0.8102994813570136,1.0,-1.1919548413062027,-1.4122195380469598,0.0,-0.5894135350539065,False
0.7143588446139881,0.0,1.0963924512446874,-0.9817765405412354,1.0,1.174031505013855,False
-0.4147886493616162,1.0,-1.1919548413062027,-1.1252575397098104,0.0,-0.5894135350539065,False
1.4597437916174922,1.0,-1.1919548413062027,0.34542270176808093,1.0,2.129230901717226,False
0.15163010987124403,0.0,-1.1919548413062027,-0.4078525438669365,0.0,-0.5894135350539065,False
-0.9350821024680219,0.0,-0.42917241045590593,0.34542270176808093,0.0,-0.5894135350539065,False
-0.422168698341849,0.0,1.0963924512446874,0.7399954494816621,0.0,-0.5894135350539065,False
-1.0845280943177344,0.0,1.8591748820949843,1.0269574478188113,0.0,-0.5894135350539065,False
0.3121461751913058,0.0,-0.42917241045590593,1.2780491963638174,1.0,1.3944621350223254,False
0.20698047722298935,0.0,1.0963924512446874,-0.7665550417883734,0.0,-0.5894135350539065,False
0.18853035477240757,0.0,-0.42917241045590593,-0.08502029573764311,1.0,1.8353233950392658,False
0.8287496038075954,0.0,-0.42917241045590593,0.9910871980266677,0.0,-0.5894135350539065,False
-0.44984388201772163,0.0,-1.1919548413062027,0.13020120301521892,0.0,-0.5894135350539065,False
-2.1601702331866517,0.0,2.621957312945281,-1.6274410367998218,0.0,-0.5894135350539065,True
0.0649145343535099,0.0,-1.1919548413062027,-0.2643715446983616,0.0,-0.5894135350539065,False
-1.8151529433607727,0.0,-1.1919548413062027,0.02259045363878822,0.0,-0.5894135350539065,False
-1.0181076534956401,0.0,1.0963924512446874,1.88784344283026,0.0,-0.5894135350539065,False
0.6184182078709631,0.0,-1.1919548413062027,-0.2643715446983616,1.0,2.276184655056206,False
-0.8336064289898222,0.0,1.0963924512446874,1.6008814444931103,0.0,-0.5894135350539065,False
0.1940653915075823,0.0,-1.1919548413062027,-1.4122195380469598,0.0,-0.5894135350539065,False
-1.7468874902936202,0.0,0.3336100203943908,1.4215301955323918,0.0,-0.5894135350539065,False
0.8601148119735842,0.0,-0.42917241045590593,0.02259045363878822,0.0,-0.5894135350539065,False
1.2936926895622558,0.0,-0.42917241045590593,0.5606442005209437,0.0,-0.5894135350539065,True
-0.04947622484009687,0.0,-1.1919548413062027,-0.6948145422040857,1.0,1.2475083816833452,False
0.7475690650250355,0.0,1.0963924512446874,1.6008814444931103,1.0,2.129230901717226,False
-0.8981818575668584,0.0,-0.42917241045590593,-0.08502029573764311,0.0,-0.5894135350539065,False
0.4505220935706691,1.0,1.0963924512446874,0.09433095322307536,1.0,1.8353233950392658,False
-0.7210606820412735,0.0,-0.42917241045590593,0.3095524519759374,0.0,-0.5894135350539065,False
-0.9812074085944766,0.0,1.0963924512446874,-0.30024179449050514,0.0,-0.5894135350539065,False
-0.11774167790724975,1.0,-1.1919548413062027,1.5650111947009666,1.0,2.4231384083951863,True
-1.0088825922703493,0.0,0.3336100203943908,-0.08502029573764311,0.0,-0.5894135350539065,False
-1.7284373678430385,0.0,1.0963924512446874,-0.37198229407479294,0.0,-0.5894135350539065,False
-0.4701390167133615,0.0,-0.42917241045590593,-2.416586532226983,0.0,-0.5894135350539065,False
-1.080838069827618,0.0,0.3336100203943908,-0.6230740426197985,1.0,1.4679390116918154,False
0.138715024155837,0.0,0.3336100203943908,-1.017646790333379,0.0,-0.5894135350539065,False
-0.8539015636854626,0.0,-0.42917241045590593,0.2736822021837938,1.0,1.174031505013855,False
0.22912062416368778,0.0,1.0963924512446874,-0.8741657911648044,0.0,-0.5894135350539065,False
0.7586391384953844,0.0,-0.42917241045590593,-1.2328682890862415,0.0,-0.5894135350539065,False
-0.3557482575197547,0.0,0.3336100203943908,-0.33611204428264874,0.0,-0.5894135350539065,False
-0.5254893840651068,0.0,2.621957312945281,-0.19263104511407445,0.0,-0.5894135350539065,True
-0.0734613840258534,0.0,-0.42917241045590593,-0.013279796153355982,0.0,-0.5894135350539065,False
-0.9701373351241275,0.0,-0.42917241045590593,-0.802425291580517,0.0,-0.5894135350539065,False
0.3490464200924693,0.0,1.0963924512446874,-1.5915707870076783,1.0,1.6148927650307956,True
0.9191552038154461,0.0,-0.42917241045590593,0.6323847001052307,0.0,-0.5894135350539065,False
0.23281064865380394,0.0,-0.42917241045590593,0.41716320135236873,0.0,-0.5894135350539065,False
1.64424501612331,0.0,0.3336100203943908,0.48890370093665586,1.0,1.9088002717087558,False
0.02247925271717162,0.0,1.0963924512446874,0.8476061988580927,1.0,1.4679390116918154,False
-0.8908018085866262,0.0,0.3336100203943908,-0.7306847919962298,0.0,-0.5894135350539065,False
-0.578994739171794,0.0,0.3336100203943908,-1.4480897878391035,1.0,2.4231384083951863,False
1.3287479222183614,1.0,-1.1919548413062027,-0.33611204428264874,0.0,-0.5894135350539065,False
-1.0015025432901166,1.0,-1.1919548413062027,-0.6948145422040857,0.0,-0.5894135350539065,False
0.5925880364401485,0.0,-0.42917241045590593,-0.8741657911648044,0.0,-0.5894135350539065,False
-0.010730967693875257,0.0,1.8591748820949843,1.2780491963638174,0.0,-0.5894135350539065,True
1.1497817344477184,0.0,1.0963924512446874,0.5606442005209437,0.0,-0.5894135350539065,False
0.8379746650328863,0.0,-1.1919548413062027,0.6682549498973743,1.0,2.7905227917426365,False
1.275242567111674,0.0,1.0963924512446874,-0.802425291580517,0.0,-0.5894135350539065,False
0.44129703234537815,0.0,-0.42917241045590593,-1.053517040125523,0.0,-0.5894135350539065,False
-0.4129436371165581,0.0,-0.42917241045590593,-1.4839600376312472,0.0,-0.5894135350539065,False
2.229113897806752,0.0,-1.1919548413062027,0.5247739507287994,0.0,-0.5894135350539065,True
